Texto,Categoria
EN LA MADRUGADA SU CARTELERA  Promoción de la programación,noticias
SERIE EXTRANJERA  PRISON BREAK TEMPORADA 2  CAP 10 PRISON BREAK TEMPORADA 2  CAP 10,serie
TELECINE  OPERACIÓN LOBO La noche del 15 de julio de 2016 hubo un intento de golpe de estado en Turquía  pero el grupo policial de Operaciones Especiales y las Fuerzas Especiales lo impidieron... OPERACIÓN LOBO BÖRÜ  (Título Original)  Turquía / 2018 / 126 Min. / Thriller Bélico / estreno/ color / subtitulado al español Dir: Can Emre  Cem Ozuduru Int: Serkan Çayoglu  Murat Arkin  Atif Emir Benderlioglu  Can Nergis Sinopsis: La noche del 15 de julio de 2016 hubo un intento de golpe de estado en Turquía  pero el grupo policial de Operaciones Especiales y las Fuerzas Especiales lo impidieron  evitando así una toma de posesión de Turquía,filme
TELECINE El desconocido Una doctora del ejército británico regresa de una guerra  pensando que tienen trastorno de estrés postraumático solo para descubrir que hay una malevolencia... El desconocido  Título original: The un familiar Reino Unido/ 2020/ 89min. / Terror/ Est. / R2    Dir: Henk Pretorius  Reparto: Jemima West  Christopher Dane y Rebecca Hanssen  Una doctora del ejército británico regresa de una guerra  pensando que tienen trastorno de estrés postraumático solo para descubrir que hay una malevolencia que hace que la vida que conocía se vuelva extraña con su familia.,filme
Revista Buenos días REVISTA INFORMATIVA,noticias
EN LA MAÑANA SU CARTELERA Promoción de la programación,noticias
CONFERENCIA DE PRENSA SOBRE EL ENFRENTAMIENTO A LA COVID-19,noticias
El taller de Jullie Cap. 2. Material para escribir Cap. 2. Material para escribir Los chicos empiezan a trabajar en el guion para su musical con la ayuda de Chris Colfer  que les enseña sobre la importancia de las palabras.,musical
FABULOSO VOCABULARIO Bichos en el pícnic Sinopsis:  Los bebés van de pícnic  pero Kip odia los insectos. Sus amigos lo ayudarán a aprender sobre las distintas clases que ven.  Bichos en el pícnic Sinopsis:  Los bebés van de pícnic  pero Kip odia los insectos. Sus amigos lo ayudarán a aprender sobre las distintas clases que ven.,filme
NOTA A NOTA  Tema: Cohorte demográfica de nacimiento. Talentos: Greeicy  Sebastián Yatra y Aitana  Melendi  Dua Lipa  Eme Alfonso Billie Elish. Tema: Cohorte demográfica de nacimiento. Talentos: Greeicy  Sebastián Yatra y Aitana  Melendi  Dua Lipa  Eme Alfonso Billie Elish.,musical
NOVELA Mujeres Ambiciosas  Cap. 9 Mujeres Ambiciosas  Cap. 9,novela
AL MEDIODIA Promoción de la programación,noticias
NOTICIERO DEL MEDIODIA EMISIÓN DEL MEDIODÍA,noticias
EN LA TARDE SU CARTELERA Promoción de la programación,noticias
CONTRA EL OLVIDO  ALUSIVO AL ANIV.   DEL NATALICIO DE LA CANTANTE ELENA BURKE. (ALUSIVO AL ANIV.   DEL NATALICIO DE LA CANTANTE ELENA BURKE. 1-DOCUMENTAL: “OSVALDO CASTILLA: EL ORFEBRE DEL JÚBILO Y LA MEMORIA.”. GUION Y DIR: LIZETTE VILA.  (A PROPÓSITO DEL ANIVERSARIO 40 DE LA ACCA ESTE AÑO).                                                                                                                                    SINOPSIS: EXPONER EL VALOR Y LA BELLEZA DE LAS PIEZAS ORNAMENTALES DEL ORFEBRE OSVALDO CASTILLA  EXPUESTAS SOBRE CUERPOS DE BAILARINES QUE PARTICIPAN DE UN PERFORMANCE. TALENTO: ORFEBRE OSVALDO CASTILLA .BAILARINES DE DANZA NACIONAL DE CUBA: YADAY PONCE Y GEORGE CÉSPEDES. 2- HUMOR: SELECCIÓN DE CHISTES DEL YA DESAPARECIDO HUMORISTA ESPIRITUANO ARGELIO GARCÍA (CHAFLÁN). 3-MÚSICA: SELECCIÓN CONCIERTO HOMENAJE A ELENA BURKE  POR SU ANIV. 90 “ELENA DE MIS RECUERDOS” (Tx 2018). GUION  DIRECCIÓN GRAL Y ARTÍSTICA: LÁZARO CABALLERO. DIR PARA TV: VÍCTOR TORRES. TALENTO: HEYDI CHATMAN  OSDALGIA LESMES  YULAISI MIRANDA   NAYA ACOMPAÑADAS POR EL  GRUPO JULIO MONTORO Y ALMA LATINA.,filme
NOTICIERO ANSOC EMISIÓN ESPECIALIZADA,noticias
ESTE DIA    1778: Nace José de San Martín. Argentina.  1852: Fallece Thomas Moore. Reino Unido. 1951: Primeros Juegos Deportivos Panamericanos. Argentina.  1778: Nace José de San Martín. Argentina.  Vivió toda su juventud en España y regresó a Buenos Aires cuando tenía 34 años. Allí recibió la encomienda de formar y comandar un escuadrón de granaderos a caballo  y en 1917 fue designado general en jefe del Ejército de los Andes. Venció al ejército realista en Chacabuco y en Maipú. Conquistó la independencia de Chile  en 1818 y la de Perú  en 1821  país del cual fue nombrado Protector. 1852: Fallece Thomas Moore. Reino Unido. Fue un poeta romántico que imprimió a su obra un tono de canción nostálgica que habla de amor y patriotismo. Su poema narrativo Lalla Rock  publicado en 1817  fue muy popular y le proporcionó gran notoriedad entre sus contemporáneos. 1951: Primeros Juegos Deportivos Panamericanos. Argentina. Este día del año 1951  comenzaron en Argentina los Primeros Juegos Deportivos Panamericanos  en los que participó Cuba. Participaron dos mil quinientos trece atletas de veintiún países  en diecinueve disciplinas.,historia
NOTICIERO CULTURAL INFORMATIVO CULTURAL,noticias
MESA REDONDA ESPACIO DE ANÁLISIS DE TEMAS NACIONALES Y FORÁNEOS,noticias
NTV EMISIÓN ESTELAR,noticias
EN LA NOCHE SU CARTELERA  Promoción de la programación,noticias
FARVISION Titulo: Hospital Finlay Se estará hablando de este emblemático hospital como parte de los servicios médicos de las FAR  por su aniversario de fundado el 24 de febrero.  Título: Hospital Finlay SINOPSIS: Se estará hablando de este emblemático hospital como parte de los servicios médicos de las FAR  por su aniversario de fundado el 24 de febrero. Invitados:  .,filme
LA PUPILA ASOMBRADA   Título: Víctor Heredia: La Argentina que va con él.  Título: Víctor Heredia: La Argentina que va con él.  Sinopsis: Recorrido por la obra de este cantautor  su vínculo con las luchas sociales  su presencia en la Cumbre de los pueblos de Mar del plata. Invitados: Iroel Sánchez  Fidel Díaz Castro  Nayma Cepero  Omar Valiño y Fabián Escalante,filme
AMORES DIFICILES El Profesor Marston y la Mujer Maravilla Basada en la vida del Dr. William Marston psicólogo y teórico de Harvard quien ayudó a crear el detector de mentiras y el  personaje  de la Mujer Maravilla. El Profesor Marston y la Mujer Maravilla    Professor Marston & the Wonder Women  Estados Unidos/2017/108´/Drama/Reposición/Color/Subtítulos en español R3 Dir y Guión: Angela Robinson Reparto: Luke Evans  Rebecca Hall  Bella Heathcote  Connie Britton  JJ Feild  Maggie Castle  Oliver Platt  Christopher Paul Richards  Olivia Filleti… Sinopsis: Basada en la vida del Dr. William Marston  psicólogo y teórico de Harvard  quien ayudó a crear el detector de mentiras y el famoso personaje ficticio de la Mujer Maravilla. Esta película muestra parte de la relación poco convencional que compartió con dos mujeres: su esposa Elizabeth  y Olive Byrne  una alumna de William que invita a la pareja a una hermandad femenina  en donde exploran y comparten ideas sobre sexualidad y sumisión. A partir de este evento  William  Elizabeth y Olive forman un triángulo tanto amoroso como intelectual: la química entre los tres fue la clave para crear a la famosa heroína y dotarla de sus propios ideales feministas. Luchando contra aquellos que intentaron censurar la historieta por considerarla violenta y llena de perversión  el trío defendió firmemente la presencia de un personaje femenino que sirviera de inspiración para las mujeres de todo el mundo.,filme
Entrevista RTX: Rolando Julio Rensoli Medina(Racialidad) Programa de entrevista a personalidades sobre temas de la actualidad política  económica y social con visión de país o enfocado en historias de vida.,noticias
Cubanoticias 1 (Rtx ) Sinopsis: Programa dedicado a informar sobre todo el acontecer noticioso de la Isla. De lunes a viernes usted se puede informar a través de reportajes  crónicas y entrevistas  sobre la realidad de la,filme
Noticiero Cultural,noticias
Mesa Redonda Sinopsis: Programa estelar  en vivo  en el que un panel de destacados periodistas y especialistas analizan diversos temas de gran importancia del ámbito nacional e internacional. Se realizan contactos,filme
Entrevista RTX: Rolando Julio Rensoli Medina(Racialidad) Programa de entrevista a personalidades sobre temas de la actualidad política  económica y social con visión de país o enfocado en historias de vida.,noticias
Nuestra Canción: RTX 145 La Guarapachanga Cada emisión del Programa acerca al espectador a la historia de una pieza musical cubana  los caminos que esta ha transitado  resalta rasgos esenciales de su compositor,historia
Encadenamiento Revista Buenos dias,noticias
Entrevista RTX: Rolando Julio Rensoli Medina(Racialidad) Programa de entrevista a personalidades sobre temas de la actualidad política  económica y social con visión de país o enfocado en historias de vida.,noticias
CONFERENCIA DE PRENSA  CONFERENCIA DE PRENSA,noticias
NOTICIAS.CU EN VIVO NOTICIAS.CU EN VIVO,noticias
ZONA DEPORTIVA EN VIVO ZONA DEPORTIVA EN VIVO,deporte
Mesa Redonda RTX:  Mesa Redonda RTX:,noticias
Entrevista RTX: Rolando Julio Rensoli Medina(Racialidad) Programa de entrevista a personalidades sobre temas de la actualidad política  económica y social con visión de país o enfocado en historias de vida.,noticias
Nuestra canción: RTX 145 La Guarapachanga Cada emisión del Programa acerca al espectador a la historia de una pieza musical cubana  los caminos que esta ha transitado.,historia
Noticiero Cultural RTX Noticiero Cultural RTX,noticias
Revista De donde hay un río: No. 30 Revista de la TV Serrana sobre el entorno de la Sierra Maestra con sus habitantes como protagonistas.  Incluye el documental Artesano del tiempo  en que el protagonista construye relojes.,documental
CUBANOTICIAS 2 EN VIVO CUBANOTICIAS 2 EN VIVO,noticias
Mesa redonda (R),noticias
Entrevista RTX: Rolando Julio Rensoli Medina(Racialidad) Programa de entrevista a personalidades sobre temas de la actualidad política  económica y social con visión de país o enfocado en historias de vida.,noticias
Nuestra canción: RTX 145 La Guarapachanga Cada emisión del Programa acerca al espectador a la historia de una pieza musical cubana,historia
CONFERENCIA DE PRENSA RTX CONFERENCIA DE PRENSA RTX,noticias
CUBANOTICIAS 1 EN VIVO CUBANOTICIAS 1 EN VIVO,noticias
Noticiero Cultural EN VIVO Noticiero Cultural EN VIVO,noticias
Mesa Redonda EN VIVO,noticias
Nuestra canción: RTX 145 La Guarapachanga Cada emisión del Programa acerca al espectador a la historia de una pieza musical cubana,historia
CUBANOTICIAS 1 RTX CUBANOTICIAS 1 RTX,noticias
Entrevista RTX: Rolando Julio Rensoli Medina(Racialidad) Programa de entrevista a personalidades sobre temas de la actualidad política  económica y social con visión de país o enfocado en historias de vida.,noticias
Mesa Redonda rtx Mesa Redonda rtx,noticias
Hoy Como Ayer Programa Informativo Título:,noticias
El Tren de los Años Programa informativo sobre la  etapa de la Tercera edad Título:,noticias
Todos Contamos Programa Noticioso informativo para la comunidad sorda. Título:,noticias
NTV DEL MEDIODIA Informaciones nacionales e internacionales. Análisis y comentarios.,noticias
REVISTA INFORMATIVA EN TIEMPO REAL. Revista informativa con segmentos temáticos y  actualización nacional e internacional.,noticias
NOTICIERO CULTURAL  Informaciones del ámbito cultural. Segmentos de comentario  crítica e invitados.,noticias
MESA REDONDA  Espacio de información y debate.,noticias
NTV EMISION ESTELAR  las mas importantes  informaciones nacionales e internacionales.,noticias
CONFERENCIA DE PRENSA MINSAP. Información oficial sobre la Covid19 en Cuba.,noticias
EL TIEMPO EN EL CARIBE.  Información meteorológica de la región.,noticias
NOTICIERO CULTURAL Informaciones del ámbito cultural. Segmentos de comentario  crítica e invitados.,noticias
RESUMEN 24 Resumen informativo de la jornada.,noticias
Jueves de Debate Programa informativo de opinión  en vivo  donde se debaten tematicas de impacto social en presencia de directivos de la provincia y del Primer Secretario del PCC.,noticias
Pasado Presente Programa histórico con efemérides locales y nacionales.,historia
Tele Noticias Espacio informativo con las noticias más importantes del territorio.,noticias
Todo  Música Programa dedicado a promover y divulgar lo mejor de la música cubana y pinareña. Disímiles Pentagramas: Con Laura Rodríguez y el Septeto de la Trova Santiaguera  el Grupo Alabao  y Soneros de Pinar: Maikel Castillo  Lázaro Reyes  Aldo del Río y Pinar Son.,musical
Cartelera cartelera del día,noticias
Efemérides Hoy en la historia Efemérides municipales  nacionales e internacionales,historia
Te acuerdas? Documental: SANTIAGO ÁLVAREZ NOTICIERO ICAIC LATINOAMERICANO,documental
Noticiario Islavisión Acontecer municipal  nacional e internacional,noticias
BOLETÍN INFORMATIVO Espacio que en breves minutos le ofrece los principales adelantos informativos del territorio.,noticias
CHIQUILLADA La Chiquillada reflexiona y se divierte al abordar sus temas más reales de la mano de la fantasía.,infantiles
ASÍ SOMOS Con musicales de actualidad  una conducción fresca y opiniones de los  jóvenes sobre asuntos abordados desde diferentes aristas llega esta propuesta televisiva de un modo bien original...porque sencil,musical
NOTICIERO EN DIRECTO En directo llegan las informaciones noticiosas más relevantes de Granma.,noticias
Revista especial COVID-19 Revista informativa especial,noticias
La Hora de Todos Revista informativa de debate  Sistema de justicia,noticias
Revista Buenos días REVISTA INFORMATIVA,noticias
EN LA MAÑANA SU CARTELERA Promoción de la programación,noticias
CONFERENCIA DE PRENSA SOBRE EL ENFRENTAMIENTO A LA COVID-19,noticias
El taller de Jullie Cap. 2. Material para escribir Cap. 2. Material para escribir Los chicos empiezan a trabajar en el guion para su musical con la ayuda de Chris Colfer  que les enseña sobre la importancia de las palabras.,musical
FABULOSO VOCABULARIO Bichos en el pícnic Sinopsis:  Los bebés van de pícnic  pero Kip odia los insectos. Sus amigos lo ayudarán a aprender sobre las distintas clases que ven.  Bichos en el pícnic Sinopsis:  Los bebés van de pícnic  pero Kip odia los insectos. Sus amigos lo ayudarán a aprender sobre las distintas clases que ven.,filme
NOTA A NOTA  Tema: Cohorte demográfica de nacimiento. Talentos: Greeicy  Sebastián Yatra y Aitana  Melendi  Dua Lipa  Eme Alfonso Billie Elish. Tema: Cohorte demográfica de nacimiento. Talentos: Greeicy  Sebastián Yatra y Aitana  Melendi  Dua Lipa  Eme Alfonso Billie Elish.,musical
NOVELA Mujeres Ambiciosas  Cap. 9 Mujeres Ambiciosas  Cap. 9,novela
AL MEDIODIA  AL MEDIODIA,noticias
NOTICIERO DEL MEDIODIA,noticias
SERIE  EL MENTALISTA  CAPT 47  EL MENTALISTA  CAPT 47,serie
El taller de Jullie Cap. 2. Material para escribir Cap. 2. Material para escribir Los chicos empiezan a trabajar en el guion para su musical con la ayuda de Chris Colfer  que les enseña sobre la importancia de las palabras.,musical
ESTE DIA    1778: Nace José de San Martín. Argentina.  1852: Fallece Thomas Moore. Reino Unido. 1951: Primeros Juegos Deportivos Panamericanos. Argentina.  1778: Nace José de San Martín. Argentina.  Vivió toda su juventud en España y regresó a Buenos Aires cuando tenía 34 años. Allí recibió la encomienda de formar y comandar un escuadrón de granaderos a caballo  y en 1917 fue designado general en jefe del Ejército de los Andes. Venció al ejército realista en Chacabuco y en Maipú. Conquistó la independencia de Chile  en 1818 y la de Perú  en 1821  país del cual fue nombrado Protector. 1852: Fallece Thomas Moore. Reino Unido. Fue un poeta romántico que imprimió a su obra un tono de canción nostálgica que habla de amor y patriotismo. Su poema narrativo Lalla Rock  publicado en 1817  fue muy popular y le proporcionó gran notoriedad entre sus contemporáneos. 1951: Primeros Juegos Deportivos Panamericanos. Argentina. Este día del año 1951  comenzaron en Argentina los Primeros Juegos Deportivos Panamericanos  en los que participó Cuba. Participaron dos mil quinientos trece atletas de veintiún países  en diecinueve disciplinas.,historia
